episode,step,reward,dropped,drop_rate,completed,accepted
8,24,3.5,1,0.04,20,24
8,25,1.5,1,0.038461538461538464,21,25
8,26,1.5,1,0.037037037037037035,22,26
8,27,-0.5,1,0.03571428571428571,22,27
8,28,1.5,1,0.034482758620689655,23,28
8,29,1.5,1,0.03333333333333333,24,29
8,30,3.5,1,0.03225806451612903,26,30
8,31,-0.5,1,0.03125,26,31
8,32,1.5,1,0.030303030303030304,27,32
8,33,-6.0,2,0.058823529411764705,27,32
8,34,1.5,2,0.05714285714285714,28,33
8,35,1.5,2,0.05555555555555555,29,34
8,36,3.5,2,0.05405405405405406,31,35
8,37,-4.0,3,0.07894736842105263,32,35
8,38,2.0,3,0.07692307692307693,33,36
8,39,-0.5,3,0.075,33,37
8,40,1.5,3,0.07317073170731707,34,38
8,41,2.0,3,0.07142857142857142,35,39
8,42,4.0,3,0.06976744186046512,37,40
8,43,1.5,3,0.06818181818181818,38,41
8,44,-0.5,3,0.06666666666666667,38,42
8,45,-0.5,3,0.06521739130434782,38,43
8,46,-1.0,3,0.06382978723404255,38,44
8,47,1.0,3,0.0625,39,45
8,48,5.5,3,0.061224489795918366,42,46
8,49,-6.0,4,0.08,42,46
9,0,0.5,0,0.0,0,1
9,1,2.5,0,0.0,1,2
9,2,0.0,0,0.0,1,3
9,3,-0.5,0,0.0,1,4
9,4,-0.5,0,0.0,1,5
9,5,2.0,0,0.0,2,6
9,6,1.5,0,0.0,3,7
9,7,-4.0,1,0.125,4,7
9,8,-0.5,1,0.1111111111111111,4,8
9,9,-0.5,1,0.1,4,9
9,10,1.5,1,0.09090909090909091,5,10
9,11,-1.0,1,0.08333333333333333,5,11
9,12,1.0,1,0.07692307692307693,6,12
9,13,-4.0,2,0.14285714285714285,7,12
9,14,1.0,2,0.13333333333333333,8,13
9,15,-1.5,2,0.125,8,14
9,16,3.0,2,0.11764705882352941,10,15
9,17,-1.5,2,0.1111111111111111,10,16
9,18,0.5,2,0.10526315789473684,11,17
9,19,-4.5,3,0.15,12,17
9,20,-6.5,4,0.19047619047619047,12,17
9,21,-6.5,5,0.22727272727272727,12,17
9,22,1.0,5,0.21739130434782608,13,18
9,23,-1.0,5,0.20833333333333334,13,19
9,24,-4.0,6,0.24,14,19
9,25,3.5,6,0.23076923076923078,16,20
9,26,-0.5,6,0.2222222222222222,16,21
9,27,1.0,6,0.21428571428571427,17,22
9,28,3.5,6,0.20689655172413793,19,23
9,29,-0.5,6,0.2,19,24
9,30,1.5,6,0.1935483870967742,20,25
9,31,1.5,6,0.1875,21,26
9,32,-4.0,7,0.21212121212121213,22,26
9,33,1.5,7,0.20588235294117646,23,27
9,34,-0.5,7,0.2,23,28
9,35,-1.0,7,0.19444444444444445,23,29
9,36,3.0,7,0.1891891891891892,25,30
9,37,-6.5,8,0.21052631578947367,25,30
9,38,-4.0,9,0.23076923076923078,26,30
9,39,-6.0,10,0.25,26,30
9,40,1.5,10,0.24390243902439024,27,31
9,41,-0.5,10,0.23809523809523808,27,32
9,42,-6.0,11,0.2558139534883721,27,32
9,43,1.0,11,0.25,28,33
9,44,-1.0,11,0.24444444444444444,28,34
9,45,1.0,11,0.2391304347826087,29,35
9,46,3.5,11,0.23404255319148937,31,36
9,47,-1.0,11,0.22916666666666666,31,37
9,48,1.0,11,0.22448979591836735,32,38
9,49,1.0,11,0.22,33,39
10,0,0.5,0,0.0,0,1
10,1,0.0,0,0.0,0,2
10,2,2.5,0,0.0,1,3
10,3,2.5,0,0.0,2,4
10,4,0.0,0,0.0,2,5
10,5,1.5,0,0.0,3,6
10,6,-0.5,0,0.0,3,7
10,7,1.5,0,0.0,4,8
10,8,1.5,0,0.0,5,9
10,9,1.5,0,0.0,6,10
10,10,-0.5,0,0.0,6,11
10,11,-4.0,1,0.08333333333333333,7,11
10,12,1.5,1,0.07692307692307693,8,12
10,13,3.5,1,0.07142857142857142,10,13
10,14,-0.5,1,0.06666666666666667,10,14
10,15,-1.0,1,0.0625,10,15
10,16,3.5,1,0.058823529411764705,12,16
10,17,-1.0,1,0.05555555555555555,12,17
10,18,-6.5,2,0.10526315789473684,12,17
10,19,1.0,2,0.1,13,18
10,20,3.5,2,0.09523809523809523,15,19
10,21,1.5,2,0.09090909090909091,16,20
10,22,-1.0,2,0.08695652173913043,16,21
10,23,-6.5,3,0.125,16,21
10,24,-1.5,3,0.12,16,22
10,25,3.0,3,0.11538461538461539,18,23
10,26,-6.5,4,0.14814814814814814,18,23
10,27,1.0,4,0.14285714285714285,19,24
10,28,-1.0,4,0.13793103448275862,19,25
10,29,-4.5,5,0.16666666666666666,20,25
10,30,1.5,5,0.16129032258064516,21,26
10,31,1.5,5,0.15625,22,27
10,32,1.0,5,0.15151515151515152,23,28
10,33,1.0,5,0.14705882352941177,24,29
10,34,3.5,5,0.14285714285714285,26,30
10,35,-1.0,5,0.1388888888888889,26,31
10,36,-4.0,6,0.16216216216216217,27,31
10,37,1.5,6,0.15789473684210525,28,32
10,38,1.5,6,0.15384615384615385,29,33
10,39,1.5,6,0.15,30,34
